"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"65","200778_s_at","SEPTIN2","4735","septin 2",0.102968783237168,9.09253742174204,0.327135843032929,0.748911121625089,0.999732562258353,-6.27999609954376
"66","200779_at","ATF4","468","activating transcription factor 4",0.0680461246498325,10.192512667123,0.198595918628794,0.845732555319617,0.999732562258353,-6.31512261183666
"67","200783_s_at","STMN1","3925","stathmin 1",0.225733756929858,7.71344276480605,0.770042586580598,0.455404252306144,0.999732562258353,-6.03291312229384
"68","200786_at","PSMB7","5695","proteasome 20S subunit beta 7",0.234304554414244,9.83391174255909,0.711726504606221,0.489542359562776,0.999732562258353,-6.0761588238531
"69","200788_s_at","PEA15","8682","proliferation and apoptosis adaptor protein 15",0.0294613869269682,8.85485984810414,0.104521822676057,0.918393018688044,0.999732562258353,-6.33000271313414
"70","200792_at","XRCC6","2547","X-ray repair cross complementing 6",0.0742132810832334,9.8991112182575,0.246677977623826,0.809112195304967,0.999732562258353,-6.30397313373501
"71","200796_s_at","MCL1","4170","MCL1 apoptosis regulator, BCL2 family member",0.725600013267298,6.37946720751351,1.70276685571401,0.113019140245628,0.999732562258353,-4.97520444863733
"72","200802_at","SARS1","6301","seryl-tRNA synthetase 1",0.01428310687416,9.53354374015113,0.04593849318436,0.964076004235416,0.999732562258353,-6.33460930281599
"73","200806_s_at","HSPD1","3329","heat shock protein family D (Hsp60) member 1",0.142236557118268,10.8498394033941,0.448101583514921,0.661652417954062,0.999732562258353,-6.23156741534619
"74","200809_x_at","RPL12","6136","ribosomal protein L12",-0.00113542184474724,12.0021498713091,-0.00423315913041975,0.996688415279585,0.999732562258353,-6.33570332538853
"75","200811_at","CIRBP","1153","cold inducible RNA binding protein",0.296921897664435,8.80886647850381,1.01447099441205,0.32935485464318,0.999732562258353,-5.81896870113183
"76","200814_at","PSME1","5720","proteasome activator subunit 1",-0.0295821615724439,10.3720954894735,-0.100132090390972,0.921807761865591,0.999732562258353,-6.33047206842002
"77","200818_at","ATP5PO","539","ATP synthase peripheral stalk subunit OSCP",0.151474177111272,10.8783164843073,0.525060957349192,0.608613756692866,0.999732562258353,-6.19315127555958
"78","200822_x_at","TPI1","7167","triosephosphate isomerase 1",0.00815521054143353,11.3004125026035,0.0233217276450899,0.981757224324222,0.999732562258353,-6.33542829799104
"79","200824_at","GSTP1","2950","glutathione S-transferase pi 1",0.0137431304248228,8.84280400849226,0.0449364889354472,0.964858998410029,0.999732562258353,-6.33465690805989
"80","200826_at","SNRPD2","6633","small nuclear ribonucleoprotein D2 polypeptide",0.0436663872922445,10.7336702552117,0.155063569413966,0.879216149266482,0.999732562258353,-6.32315214515522
"81","200827_at","PLOD1","5351","procollagen-lysine,2-oxoglutarate 5-dioxygenase 1",0.14287546803291,7.58912001263492,0.503406158697004,0.623323382298533,0.999732562258353,-6.20455108082218
"82","200828_s_at","ZNF207","7756","zinc finger protein 207",0.166657372731056,9.67214897530764,0.595338729403813,0.562108726796779,0.999732562258353,-6.15300936689156
"83","200830_at","PSMD2","5708","proteasome 26S subunit, non-ATPase 2",0.22646998282737,9.86503925459581,0.586690236365594,0.567726711169372,0.999732562258353,-6.15820684835408
"84","200833_s_at","RAP1B","5908","RAP1B, member of RAS oncogene family",0.250298593842579,9.34949027465028,0.846209150399723,0.413145708772264,0.999732562258353,-5.97180371592492
"85","200841_s_at","EPRS1","2058","glutamyl-prolyl-tRNA synthetase 1",0.271903893254763,7.42131879656089,0.943335430531559,0.3631646129087,0.999732562258353,-5.88650452959445
"86","200846_s_at","PPP1CA","5499","protein phosphatase 1 catalytic subunit alpha",0.181113857946848,9.45050891528284,0.524447966798229,0.609027756033919,0.999732562258353,-6.19348029233596
"87","200850_s_at","AHCYL1","10768","adenosylhomocysteinase like 1",0.107160465850386,8.53928327473963,0.345773416311476,0.735191219933052,0.999732562258353,-6.2734982274095
"88","200853_at","H2AZ1","3015","H2A.Z variant histone 1",0.11097639569666,10.5726611190544,0.368036106530658,0.718926520299381,0.999732562258353,-6.2652741498856
"89","200854_at","NCOR1","9611","nuclear receptor corepressor 1",-0.0940182453945289,7.15938942251236,-0.332297928668709,0.745101913535497,0.999732562258353,-6.27823176134704
"90","200861_at","CNOT1","23019","CCR4-NOT transcription complex subunit 1",0.0420491976326387,7.88330692730319,0.136982670037881,0.893198969931621,0.999732562258353,-6.32590846302539
"91","200866_s_at","PSAP","5660","prosaposin",0.0194997239987487,10.3545460422297,0.0635603645356602,0.950312898954516,0.999732562258353,-6.33360059173748
"92","200870_at","STRAP","11171","serine/threonine kinase receptor associated protein",0.120337793884142,9.81706129054598,0.412698090662882,0.686731519326096,0.999732562258353,-6.24726551739971
"93","200872_at","S100A10","6281","S100 calcium binding protein A10",0.189604444311655,11.527303643218,0.594514438858721,0.562642877197425,0.999732562258353,-6.15350783679762
"94","200876_s_at","PSMB1","5689","proteasome 20S subunit beta 1",0.269042257749724,9.59539251274402,0.728086652886421,0.479811566508479,0.999732562258353,-6.0643411067327
"95","200877_at","CCT4","10575","chaperonin containing TCP1 subunit 4",0.180956063664468,10.6549744164329,0.670966244513786,0.514297907226828,0.999732562258353,-6.1045226204106
"96","200878_at","EPAS1","2034","endothelial PAS domain protein 1",0.164947589408859,6.59642184927993,0.530210987121976,0.605141114980427,0.999732562258353,-6.19037254115775
"97","200880_at","DNAJA1","3301","DnaJ heat shock protein family (Hsp40) member A1",0.161056088013234,9.03508657295861,0.514213708108561,0.615960413320816,0.999732562258353,-6.19891910230785
"98","200883_at","UQCRC2","7385","ubiquinol-cytochrome c reductase core protein 2",0.22959280538836,7.74994716254936,0.598578208153137,0.56001217144935,0.999732562258353,-6.15104405692937
"99","200884_at","CKB","1152","creatine kinase B",0.0144981779729889,8.23320685771341,0.0426415032506181,0.966652506431251,0.999732562258353,-6.33476198829141
"100","200886_s_at","PGAM1","5223","phosphoglycerate mutase 1",0.0557212461413457,11.3413201713223,0.185883463983935,0.85548139433577,0.999732562258353,-6.31767067397277
"101","200890_s_at","SSR1","6745","signal sequence receptor subunit 1",0.196156285125183,7.63993198847362,0.602302446099816,0.557607151726645,0.999732562258353,-6.14877222831166
"102","200892_s_at","TRA2B","6434","transformer 2 beta homolog",0.223645650022002,8.53694775479705,0.75815478231934,0.462239259595717,0.999732562258353,-6.04198082514993
"103","200896_x_at","HDGF","3068","heparin binding growth factor",0.0489376632525698,9.96506849669833,0.16985459002505,0.867808681002241,0.999732562258353,-6.32064458259855
"104","200903_s_at","AHCY","191","adenosylhomocysteinase",0.111970811068796,9.04165890705219,0.243162250633907,0.811775164347259,0.999732562258353,-6.30486925568529
"105","200904_at","HLA-E","3133","major histocompatibility complex, class I, E",0.146305965617101,8.49203976652822,0.264244048223617,0.795844649813975,0.999732562258353,-6.29930505074008
"106","200910_at","CCT3","7203","chaperonin containing TCP1 subunit 3",0.248635242419265,9.63494385496283,0.723004079791484,0.482821884466417,0.999732562258353,-6.06803890527855
"107","200917_s_at","SRPRA","6734","SRP receptor subunit alpha",0.316951791733487,8.75940697340305,0.92990358258361,0.369813918282818,0.999732562258353,-5.89878228872272
"108","200919_at","PHC2","1912","polyhomeotic homolog 2",-0.0320019980092425,9.75004283107432,-0.116400903689818,0.909161028650408,0.999732562258353,-6.32863181673276
"109","200921_s_at","BTG1","694","BTG anti-proliferation factor 1",0.270398449436701,8.70122767769983,0.926350106554681,0.371587151884618,0.999732562258353,-5.90200489453559
"110","200922_at","KDELR1","10945","KDEL endoplasmic reticulum protein retention receptor 1",-0.0494033984123572,7.95646265828267,-0.188142030275982,0.853747501004301,0.999732562258353,-6.31723020748914
"111","200923_at","LGALS3BP","3959","galectin 3 binding protein",0.0575044840961176,9.74598633637264,0.0955071127547846,0.925407250518872,0.999732562258353,-6.33094482872522
"112","200924_s_at","SLC3A2","6520","solute carrier family 3 member 2",0.123169424958638,9.27508131146786,0.236906820699941,0.816519333994544,0.999732562258353,-6.30643219308517
"113","200934_at","DEK","7913","DEK proto-oncogene",0.0325275779891712,8.51426955341923,0.113303811043459,0.911566707414678,0.999732562258353,-6.32900341331808
"114","200943_at","HMGN1","3150","high mobility group nucleosome binding domain 1",0.164708922795768,10.0790031394193,0.613921467678194,0.550140290443164,0.999732562258353,-6.14159921776237
"115","200948_at","MLF2","8079","myeloid leukemia factor 2",-0.0296543656598036,8.44318848387566,-0.110654389484611,0.913625379147529,0.999732562258353,-6.32931336121188
"116","200951_s_at","CCND2","894","cyclin D2",-0.303783256247895,5.14563928569451,-1.17467466708069,0.261747394965904,0.999732562258353,-5.65199651235046
"117","200955_at","IMMT","10989","inner membrane mitochondrial protein",0.254027622768563,8.37217197186812,0.711097218591553,0.489919019128308,0.999732562258353,-6.07660845382075
"118","200956_s_at","SSRP1","6749","structure specific recognition protein 1",0.242166804578203,8.07744818032208,0.866629886861152,0.402271727020933,0.999732562258353,-5.9545466946027
"119","200958_s_at","SDCBP","6386","syndecan binding protein",0.294104343184845,9.63432348247318,0.840620118914367,0.41615562647596,0.999732562258353,-5.97646310810387
"120","200959_at","FUS","2521","FUS RNA binding protein",0.0459455920329734,8.37105963647836,0.166143878695005,0.870667746678977,0.999732562258353,-6.32129502870626
"121","200965_s_at","ABLIM1","3983","actin binding LIM protein 1",0.191369707430489,6.84951441462167,0.506593018433702,0.621147791688935,0.999732562258353,-6.20290228450332
"122","200968_s_at","PPIB","5479","peptidylprolyl isomerase B",-0.190852220282954,9.72150258188958,-0.485380356456707,0.635698236597697,0.999732562258353,-6.21368895747819
"123","200969_at","SERP1","27230","stress associated endoplasmic reticulum protein 1",0.13802088835147,7.94881172963622,0.451988461718221,0.658924107353435,0.999732562258353,-6.22976774166718
"124","200977_s_at","TAX1BP1","8887","Tax1 binding protein 1",0.212611714776948,8.49101215941862,0.694226084876938,0.500082253666418,0.999732562258353,-6.08852624242526
"125","200980_s_at","PDHA1","5160","pyruvate dehydrogenase E1 alpha 1 subunit",0.147703894777772,9.53537562985677,0.508377194831108,0.619931397935357,0.999732562258353,-6.20197484217373
"126","200982_s_at","ANXA6","309","annexin A6",-0.161005342082637,8.80043299688779,-0.490941531523014,0.631868014760538,0.999732562258353,-6.2109039726531
"127","200987_x_at","PSME3","10197","proteasome activator subunit 3",0.174901891960744,7.86516121298271,0.47133796962368,0.645418441979875,0.999732562258353,-6.220585254447
"128","200993_at","IPO7","10527","importin 7",0.211503309707201,8.241254712673,0.598575442541974,0.560013959507137,0.999732562258353,-6.15104573904682
"129","200998_s_at","CKAP4","10970","cytoskeleton associated protein 4",0.00778247507855845,8.73909039730045,0.0228038057696756,0.982162277745866,0.999732562258353,-6.33544078909281
"130","201000_at","AARS1","16","alanyl-tRNA synthetase 1",-0.0267878242793937,9.69707374081298,-0.0727499139504965,0.943141942217697,0.999732562258353,-6.33294584739862
"131","201012_at","ANXA1","301","annexin A1",0.124450032413197,9.76997718116322,0.418810601151412,0.682372722632353,0.999732562258353,-6.24464475279705
"132","201014_s_at","PAICS","10606","phosphoribosylaminoimidazole carboxylase and phosphoribosylaminoimidazolesuccinocarboxamide synthase",0.40923886631999,9.06901009744217,0.64489387021126,0.530509313419714,0.999732562258353,-6.12185030469842
"133","201016_at","EIF1AX","1964","eukaryotic translation initiation factor 1A X-linked",0.154853193483838,7.27060063647527,0.418869531125846,0.682330757499208,0.999732562258353,-6.24461930404288
"134","201020_at","YWHAH","7533","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta",0.177749594008429,7.66842453837383,0.62758890232675,0.541428243713785,0.999732562258353,-6.13299678344527
"135","201021_s_at","DSTN","11034","destrin, actin depolymerizing factor",0.0328756127595859,10.0389127702784,0.112750053317144,0.911996937501139,0.999732562258353,-6.32906880072563
"136","201023_at","TAF7","6879","TATA-box binding protein associated factor 7",0.304951739948667,7.60975947876056,1.03295091872494,0.320957035225186,0.999732562258353,-5.80074344169361
"137","201030_x_at","LDHB","3945","lactate dehydrogenase B",0.159063470234345,10.6257652972619,0.426586130041499,0.676845192423181,0.999732562258353,-6.24125686693722
"138","201032_at","BLCAP","10904","BLCAP apoptosis inducing factor",0.12704688458577,9.7430075383428,0.483974258971787,0.636668417371,0.999732562258353,-6.21438828287721
"139","201036_s_at","HADH","3033","hydroxyacyl-CoA dehydrogenase",0.17299078890971,6.06915442050666,0.403655952429865,0.693200872745486,0.999732562258353,-6.25107362173955
"140","201037_at","PFKP","5214","phosphofructokinase, platelet",0.0682398025560413,8.40439914758997,0.168468168399411,0.868876680155492,0.999732562258353,-6.32088928017433
"141","201038_s_at","ANP32A","8125","acidic nuclear phosphoprotein 32 family member A",0.221109928326374,6.13899410789088,0.585578247196402,0.568451233208118,0.999732562258353,-6.15886990484476
"142","201058_s_at","MYL9","10398","myosin light chain 9",-0.272216166800042,5.40066843661294,-0.70362841697687,0.494402816141445,0.999732562258353,-6.08191698490055
"143","201059_at","CTTN","2017","cortactin",-0.241909733643727,9.34186835423974,-0.798108716562348,0.439522522396058,0.999732562258353,-6.01099840125793
"144","201066_at","CYC1","1537","cytochrome c1",0.117305799903287,10.6948284386274,0.430143644507191,0.674322672590585,0.999732562258353,-6.23968664508249
"145","201075_s_at","SMARCC1","6599","SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 1",0.0549093797529512,6.97712022998025,0.170025204063642,0.867677270925447,0.999732562258353,-6.32061433200213
"146","201090_x_at","TUBA1B","10376","tubulin alpha 1b",0.0761460201240514,12.4645307466401,0.224630830567839,0.825851343705227,0.999732562258353,-6.30938202304954
"147","201091_s_at","CBX3","11335","chromobox 3",0.20829483950008,7.55498184391143,0.657413563440756,0.522688554246611,0.999732562258353,-6.11360957994323
"148","201093_x_at","SDHA","6389","succinate dehydrogenase complex flavoprotein subunit A",0.107196236957247,9.77788927343657,0.280360615260547,0.783729791924379,0.999732562258353,-6.29474309546727
"149","201095_at","DAP","1611","death associated protein",-0.0973467756121327,10.2195134477966,-0.327100989605938,0.748936864197535,0.999732562258353,-6.28000791977607
"150","201097_s_at","ARF4","378","ADP ribosylation factor 4",0.0105668313987497,10.6945175265174,0.0364433914547822,0.971497185381804,0.999732562258353,-6.33501826622897
"151","201098_at","COPB2","9276","coatomer protein complex subunit beta 2",0.331315961561529,8.66337263730824,1.18120215676032,0.259237637681551,0.999732562258353,-5.64477408792253
"152","201100_s_at","USP9X","8239","ubiquitin specific peptidase 9 X-linked",0.194234299719886,9.03255347096484,0.710061421602898,0.490539376988129,0.999732562258353,-6.07734774167451
"153","201101_s_at","BCLAF1","9774","BCL2 associated transcription factor 1",0.442792971740129,7.64943119568495,1.2550247406106,0.232143293719136,0.999732562258353,-5.5609078575183
"154","201102_s_at","PFKL","5211","phosphofructokinase, liver type",-0.0901154302051346,8.26149545245849,-0.316787096610977,0.756568325050766,0.999732562258353,-6.28345138284133
"155","201110_s_at","THBS1","7057","thrombospondin 1",0.583402428699763,4.77330370644422,2.34345578113163,0.0361383182975185,0.999732562258353,-3.96528468980672
"156","201112_s_at","CSE1L","1434","chromosome segregation 1 like",0.274480692114933,9.83555542795434,0.633921243281302,0.537418148234139,0.999732562258353,-6.12895092564105
"157","201120_s_at","PGRMC1","10857","progesterone receptor membrane component 1",0.111670639515301,9.32202597623631,0.322048111775481,0.752672203179324,0.999732562258353,-6.28170845925673
"158","201123_s_at","EIF5A","1984","eukaryotic translation initiation factor 5A",0.486648224584657,9.01146501422329,1.517403880889,0.153733361913124,0.999732562258353,-5.23253242652818
"159","201125_s_at","ITGB5","3693","integrin subunit beta 5",-0.033936908014887,8.47258933811645,-0.113669676287968,0.91128247228081,0.999732562258353,-6.32896003676949
"160","201131_s_at","CDH1","999","cadherin 1",0.285015966225209,4.73144266359358,0.882825593986967,0.393785655240835,0.999732562258353,-5.94060158295785
"161","201135_at","ECHS1","1892","enoyl-CoA hydratase, short chain 1",0.208611134333685,9.86117013497512,0.52679745188699,0.607441733419871,0.999732562258353,-6.19221723428225
"162","201136_at","PLP2","5355","proteolipid protein 2",0.120528418131354,10.1543543593577,0.369449897026568,0.71789833945524,0.999732562258353,-6.26473492541273
"163","201141_at","GPNMB","10457","glycoprotein nmb",-0.00128446626160805,4.61315477588619,-0.00481701092018727,0.996231673766077,0.999732562258353,-6.33570056244169
"164","201143_s_at","EIF2S1","1965","eukaryotic translation initiation factor 2 subunit alpha",0.481728678117207,7.48040293739296,1.38727046560418,0.18929721990887,0.999732562258353,-5.40105122563327
"165","201146_at","NFE2L2","4780","nuclear factor, erythroid 2 like 2",0.116506233416242,7.9821189532069,0.287790474263126,0.778164287180119,0.999732562258353,-6.29255022453051
"166","201151_s_at","MBNL1","4154","muscleblind like splicing regulator 1",0.291902848219189,7.11523903068982,0.737743793827265,0.474123561460651,0.999732562258353,-6.0572497127627
"167","201157_s_at","NMT1","4836","N-myristoyltransferase 1",0.113276538826367,8.87668959161197,0.409001496528986,0.68937323673211,0.999732562258353,-6.2488322617888
"168","201160_s_at","YBX3","8531","Y-box binding protein 3",0.103939825976612,8.12811170819137,0.352123758647293,0.730537760360552,0.999732562258353,-6.27120357754073
